place_id,name,rating,kategori,htm,latitude,longitude,deskripsi
81,Grojogan Watu Purbo Bangunrejo,4.5,Alam,5000,-76340196,1103383881,tempat ini menjanjikan spot foto selfi yang begitu menarik dan aliran sungai serta taman bunga yang indah pun wisatawan dapat menikmati kuliner pedesaan yang menggugah selera dengan dilatarbelakangi birunya gunung merapi destinasi yang masih terhitung baru ini sebenarnya adalah aliran sungai kali krasak yang berhulu di gunung merapi aliranya terbentuk dari buah sabo dam yang tersusun bertingkat dengan ketinggian sampai meter sehingga tercipta air terjun atau dalam bahasa jawa disebut grojogan
88,Lava Tour Merapi,4.6,Alam,350000,-75934503,1104316004,lava tour merapi bisa menjadi pilihan aktivitas wisata ketika berlibur di yogyakarta lava tour merapi adalah istilah untuk tur wisata kawasan terdampak erupsi gunung merapi tahun tur yang dimaksud saat ini merupakan tur menggunakan mobil jenis jeep kegiatan tur meliputi kunjungan ke sejumlah titik yang terkena dampak langsung erupsi ada berbagai macam paket yang disediakan
91,Kawasan Pantai Baron,4.4,Alam,10000,-81288246,1105487763,objek wisata pantai baron merupakan pantai yang membentuk cekungan seperti pantai lainnya di pantai baron tersedia aneka ikan laut beserta olahannya ikan yang biasanya dijual di pantai baron adalah udang windu kakap bawal putih dan tongkol pantai baron memiliki fasilitas berupa tempat pelelangan ikan wahana permainan anak anak perahu bermesin dan toko cenderamata buah sirkaya pisang tanduk sirsak dan berbagai macam cenderamata yang terbuat dari kerang laut
96,Goa Kiskendo,4.3,Alam,5000,-77471047,1101310147,goa beserta kisah kisah yang menyertainya menjadi daya tarik terbesar obyek wisata ini goa konon sudah ditemukan abad silam para leluhur terdahulu memanfaatkan untuk mencari ketenangan batin dan pencerahan lewat bertapa goa itu sepanjang kilometer goa di dalam bumi bukit menoreh ada dua percabangan besar di dalamnya dan mengarahkan pengunjung pada bekas tempat banyak orang di masa lalu dalam melakoni pertapaan
102,Watu Goyang,4.4,Alam,7000,-79274086,1104120586,lantaran lokasi wisata berada di dataran tinggi tak terhalang apa pun membuat wisatawan mudah menikmati keindahan kota jogja dari atas bukit pula terlihat makam makam para raja loh pemandangan alam hijau serta kegagahan gunung merapi terlihat mempesona lanskap seperti itulah sangat cocok mengobati rasa penat maupun bosan setelah sobat dibuat sibuk oleh rutinitas sehari hari
106,Bukit Teletubbies,4.1,Alam,2000,-78181275,110511764,wisata satu ini merupakan wisata yang lokasinya berada di pedesaan bukit satu ini tepatnya berada di desa sumberharjo prambanan kabupaten sleman meski berada di pedesaan bukit teletubbies jogja ini juga sama dengan wisata lain yang memiliki ciri khas dan keunikan tersendiri pemandangan yang ditawarkan kawasan perbukitan ini cukup enak dipandang plus kamu juga mendapatkan foto bagus dengan latar belakang perbukitan yang hijau bukit ini diberi nama teletubbies karena adanya gardu panjang yang lokasinya berada di atas gardu ini kebetulan lokasinya berada di di timur rumah domes rumah di dekat gardu ini bentuknya setengah bulat dan mirip rumah di serial teletubbies sehingga rumah itu disebut rumah teletubbies
107,Pantai Watulawang,4.6,Alam,5000,-81535837,1106177335,seperti halnya pantai pantai lain di gunung kidul pantai ini banyak terdapat karang dan ombak yang besar namun yang menjadikannya unik terdapat karang yang cukup besar dan bisa digunakan untuk memandang ke arah lautan warga sekitar atau pengelola membuat jembatan yang terbuat dari bambu yang digunakan untuk menyeberang ke karang agar pengunjung dapat menuju ke atas karang dengan aman suasana pantai ini masih tergolong sepi dan banyak terdapat karang karang besar di bibir pantai bisa anda gunakan untuk foto foto dengan teman pacar atau keluarga pasir pantai termasuk luas dengan warna putih kecokelatan khas pasir pantai selatan jogja bersebalahan langsung dengan goa watulawang
108,Ngobaran Beach,4.6,Alam,5000,-81184844,1105028785,nama pantai ngobaran yang unik ini tentu tak lepas dari cerita masalalu kisahnya berawal dari kerajaan majapahit dan kerajaan demak sekitar tahun lalu bangunan berupa gapura dan patung patung simbol agama hindu dan budha didirikan tujuannya untuk menghormati kedatangan keturunan raja brawijaya v di pantai tersebut tak hanya gapura prasasti dan beberapa arca saja tapi anda juga akan menemukan bangunan joglo dengan aliran kejawen
112,Puncak Suroloyo,4.4,Alam,5000,-7646343961,1101810727,selain cocok untuk menyaksikan keindahan matahari terbenam puncak suroloyo juga terletak di ujung hamparan pegunungan menoreh yang membatasi provinsi jawa tengah dan daerah istimewa yogyakarta tepatnya kabupaten kulon progo dengan magelang berada di puncak suroloyo seolah sedang berada di atap benteng raksasa yang berwarna hijau hal itu wajar karena pegunungan menoreh tampak memanjang bagai benteng yang membatasi kabupaten magelang dengan kulon progo
114,Goa Jomblang,4.6,Alam,500000,-8027954344,1106382663,goa jomblang merupakan gua vertikal yang bertipe collapse doline gua ini terbentuk akibat proses geologi amblasnya tanah beserta vegetasi yang ada di atasnya ke dasar bumi yang terjadi ribuan tahun lalu runtuhan ini membentuk sinkhole atau sumuran yang dalam bahasa jawa dikenal dengan istilah luweng saat ini gua jomblang merupakan tempat konservasi tumbuhan purba dan dikembangkan menjadi tempat wisata minat khusus yang mana dikelola oleh penduduk atau warga setempat untuk menuruni gua vertikal ini pihak pengelola sudah menyediakan perlengkapan lengkap sesuai standar keselamatan caving di gua vertikal sinar matahari yang menerobos masuk dari luweng grubug setinggi meter membentuk satu tiang cahaya menyinari flowstone yang indah serta kedalaman gua yang gelap gulita air yang menetes dari ketinggian turut mempercantik pemandangan tidak salah jika banyak orang terkagum kagum datang ke sini ketika menyaksikan lukisan alam yang dikenal dengan istilah cahaya surga
116,Gunung Ireng Srumbung,4.5,Alam,3000,-78827926,1104896548,di gunung ireng srumbung teman brisik bisa menemukan spot fajar terbaik tanpa harus mendaki gunung berhari hari dari sini kita juga disuguhkan pemandangan bak negeri di atas awan barisan kabut yang menyelimuti area puncak bukit membuat kita serasa berdiri di atas awan tempat ini sangat fotogenik dan tempat yang nyaman buat refreshing mulai dari spot rumah kecil gazebo sampai gardu pandang membuat teman brisik dengan leluasa memotret momen matahari terbit dari berbagai spot yang telah disediakan
117,Pesona Pengklik Pantai Samas,4,Alam,10000,-8003873302,1102703756,pantai samas merupakan salah satu pantai yang berada di deretan pantai sebelah timur pantai parangtritis lokasi pantai samas kurang lebih km arah selatan kota bantul atau sekitar km dari pusat kota yogyakarta tepatnya di desa srigading kecamatan sanden kabupaten bantul yogyakarta pantai samas terkenal dengan deburan ombaknya yang menggulung angin lautnya yang kencang dan sebagai tempat persinggahan penyu penyu langka seperti penyu sisik dan penyu hijau untuk bertelur selain itu kawasan pantai samas juga memiliki delta delta sungai dan danau air tawar yang membentuk telaga akan tetapi pantai samas memiliki bibir pantai ang agak curam sehingga berbahaya dan tidak disarankan untuk mandi di pantai
118,Pantai Siung,4.6,Alam,10000,-81818233,1106832394,pantai siung berlokasi di gunung kidul yogyakarta pantai ini spesial karena lanskapnya yang dikelilingi oleh tebing tebing tinggi karena keunikan itulah pemerintah jogja meresmikan pantai siung sebagai lokasi panjat tebing selama di pantai siung kamu akan melihat banyak batu karang raksasa tersebar di sebelah barat dan timur pantai selain menjadi ciri khas pantai siung keberadaan batu karang ternyata membawa makna bagi asal usul nama pantai ini sebagai rangkuman di pantai ini kalian dapat melakukan aktivitas panjat tebing hammocking berkemah dan jalan jalan di bukit pengilon
119,Goa Seplawan,4.5,Alam,8000,-7772978,1101102509,goa yang berada di kawasan pegunungan menoreh ini merupakan goa basah alias terdapat aliran air di dalamnya goa tersebut tepatnya berada di desa donorejo kecamatan kaligesing kabupaten purworejo jawa tengah berbatasan langsung dengan kulonprogo di yogyakarta goa ini memiliki panjang meter dengan cabang cabang goa sekitar – meter dan berdiameter meter sehingga untuk masuk ke dalam goa pengunjung harus menyusuri anak tangga menurun yang cukup melalahkan yang mana rasa lelah itu akan segera hilang begitu mulai memasuki mulut goa sebab dari mulut goa itu saja keindahan ukiran batu di dalam goa sudah terlihat jelas
124,Geoforest Watu Payung Turunan,4.5,Alam,5000,-7972955236,1104362646,nama watu payung merujuk kepada sebuah batu yang bentuknya mirip dengan bentuk payung kata watu dalam bahasa jawa berarti batu sedangkan kata payung yang bermakna payung keberadaan batu yang menyerupai payung tersebut di kawasan hutan konsevasi menjadikan sebuah kunjungan wisata alam yang sangat menyenangkan suasana yang teduh nuansa alam udara yang sejuk bernilai edukatif adalah daya tarik dari watu payung turunan
132,Watu Payung,4.4,Alam,0,-7793477,110520934,watu payung adalah destinasi alam yang menawarkan pemandangan menakjubkan dari perbukitan di gunungkidul tempat ini terkenal dengan sunrise nya yang memukau terutama saat cuaca cerah cocok untuk kamu yang mencari ketenangan berfoto dengan latar alam atau sekadar menikmati udara segar pegunungan
133,Goa Rancang Kencono,4.3,Alam,15000,-7948864351,1104926828,goa rancang kencono adalah gua purba yang dipercaya menjadi tempat pertapaan dan persembunyian para pejuang di dalam gua terdapat ruangan luas serta pohon besar yang tumbuh dari dasar gua menciptakan suasana mistis dan eksotis tempat ini menyuguhkan kombinasi antara wisata alam dan sejarah yang unik
135,Kali Talang,4.5,Alam,10000,-75802065,1104606903,kali talang berada di ketinggian sekitara meter di atas permukaan laut mdpl dari kali kalang puncak merapi seakan begitu dekat dengan panorama vegetasi di kawasan taman nasional gunung merapi objek wisata yang berada di perbatasan jawa tengah jateng dan diy itu menjadi salah satu spot terbaik untuk mengabadikan puncak merapi
136,Kawasan Ekowisata Gunung Api Purba Nglanggeran,4.5,Alam,30000,-7841986,1105415759,kawasan ekosistem gunung purba nglanggeran atau yang biasa disebut gunung nglanggeran ini merupakan kawasan yang litologinya disusun oleh material vulkanik tua berbentuk gunung batu raksasa yang membentang sepanjang kurang lebih meter dengan tinggi mencapai meter gunung nglanggeran dinyatakan sebagai gunung api purba dari hasil penelitian dan refrensi yang ada sekitar juta tahun yang lalu gunung tersebut merupakan gunung berapi aktif
139,Selopamioro Adventure Park,4.5,Alam,30000,-7945376682,1104266714,kegiatan outbond di lokasi selopamioro adventure park sangat memanjakan para konsumen untuk menikmati alam fasilitas outbond berupa permainan air dan darat dari level anak anak sampai dengan dewasa bisa menjadi rekomendasi anda dan rekan kerja selanjutnya untuk mencoba outbond di selopamioro adventure park
140,Goa Kebon,4.3,Alam,0,-78870828,1101866704,goa alami yang tersembunyi di pedalaman gunungkidul menawarkan pemandangan stalaktit dan stalagmit alami yang masih asri cocok untuk penjelajah alam dan pecinta kegiatan caving yang menantang
142,Sabo Bronggang Argomulyo Cangkringan Sleman,4.5,Alam,5000,-76639874,1104646727,sabo dam ini merupakan bangunan penahan lahar dingin gunung merapi kini juga difungsikan sebagai area edukasi mitigasi bencana dan spot foto berlatar gunung merapi yang megah
144,Desa Wisata Nglinggo,4.4,Alam,5000,-7647668,110141878,terletak di perbukitan menoreh desa ini menyuguhkan kebun teh sunrise cantik dan budaya lokal yang kental wisatawan dapat mencoba glamping tracking dan belajar proses pembuatan teh
146,Pinus pengger Yogyakarta,4.6,Alam,5000,-78712723,110459653,wisata hutan pinus yang terkenal dengan spot foto ikonik berbentuk tangan raksasa rumah pohon dan jembatan cinta cocok untuk foto instagram wisata malam dan menikmati udara sejuk pegunungan
148,Wisata Watu Amben,4.5,Alam,5000,-78498077,1104770954,terletak di kawasan bukit bintang watu amben adalah spot kuliner dan pemandangan city light yogyakarta dari ketinggian paling ramai saat malam dengan suasana romantis
149,Gua Cerme,4.4,Alam,10000,-79794413,1103803114,gua cerme adalah gua alam bersejarah yang terletak di bantul yogyakarta gua ini memiliki panjang sekitar kilometer dan menyuguhkan petualangan bawah tanah lengkap dengan aliran sungai stalaktit dan stalagmit yang indah dahulu gua ini digunakan sebagai tempat pertemuan para tokoh walisongo untuk menyebarkan agama islam kini gua cerme menjadi destinasi favorit bagi pecinta alam dan wisata petualangan
152,Mojo Gumelem Hill,4.3,Alam,5000,-79559784,1104341083,destinasi wisata alam yang belum terlalu ramai menawarkan panorama sunrise dan sunset dengan suasana damai tempat yang pas untuk healing dan menikmati pemandangan hijau
159,Batu Papal,4.2,Alam,0,-7789479,1105185664,batu papal adalah kawasan wisata alam di perbukitan gunungkidul dengan hamparan batu kapur besar dan pemandangan menakjubkan spot ini populer untuk menikmati sunrise dan sunset serta sebagai tempat foto estetik di alam terbuka
162,Tebing Gunung Gajah,4.5,Alam,5000,-7776247027,1101061368,letaknya di dataran tinggi dengan view pemandangan perbukitan dan menoreh yang hijau dan terdapat waduk sermo di tengahnya selain spot fotonya kemudian juga terdapat spot foto love lock sky bar dan fancy termasuk wahana outbound selain dari beberapa spot fotografi dengan tema tertentu
164,Bukit Pengilon,4.6,Alam,5000,-8185458711,1106917217,nama bukit pengilon berasal dari bahasa jawa yang berarti cermin karena di bukit ini terdapat batu yang mirip sekali dengan cermin areanya menyejukkan serta sangat luas bahkan saking luasnya destinasi ini banyak wisatawan yang melakukan tracking hingga camping dan mendirikan tenda di sana tak hanya itu tempat satu ini juga akan memanjakan mata anda anda bisa mengabadikan foto dengan pemandangan indah yang berlatar belakang laut
165,Punthuk Mongkrong,4.4,Alam,10000,-76345,110174606,destinasi sunrise populer yang menawarkan panorama gunung merapi dan pegunungan menoreh dari ketinggian terdapat gardu pandang dan spot foto alam yang romantis cocok untuk wisata alam maupun healing singkat
167,Gunung Mungker,4.3,Alam,5000,-78758728,1104578762,gunung kecil yang menawarkan panorama kota dari ketinggian dengan suasana sejuk dan jalan pendakian yang ramah bagi pemula spot ini juga cocok untuk pengamatan bintang dan menikmati city light yogyakarta di malam hari
168,Wisata Alam Watu Lawang,4.2,Alam,10000,-79378555,1104181981,terkenal dengan gardu pandangnya yang ikonik watu lawang menyajikan keindahan hutan pinus dan panorama lembah tempat ini sangat cocok untuk foto instagram bersepeda atau sekadar menikmati ketenangan alam
170,Lembah Bendo Camping Ground and Outdoor Activity,4.3,Alam,15000,-76138414,1104312632,area camping luas yang berada di tengah alam asri dengan fasilitas lengkap untuk kegiatan luar ruangan seperti outbound api unggun dan edukasi alam cocok untuk kegiatan komunitas sekolah atau keluarga pencinta alam
176,Gardu Pandang Merapi,4.3,Alam,5000,-75926693,1104250243,tempat terbaik untuk menikmati pemandangan gunung merapi secara langsung cocok untuk wisatawan yang ingin melihat keindahan dan kekuatan alam dari jarak aman
179,Puncak Kleco Desa Wisata Tinalah,4.5,Alam,10000,-77125459,1102045109,spot sunrise yang berada di kawasan menoreh dengan gardu pandang dan suasana sejuk khas pegunungan dikenal sebagai tempat healing dan foto foto berlatar alam
181,Stonehenge Yogyakarta,4.4,Alam,10000,-76024289,1104480035,replika situs prasejarah stonehenge yang berada di kaki gunung merapi tempat ini menjadi daya tarik foto dan edukasi budaya populer yang unik di kawasan merapi
183,Wisata Alam Jurug Gedhe,4,Alam,5000,-78240577,1105367479,air terjun alami tersembunyi di area perbukitan yang masih asri dan alami tempat ini cocok untuk wisata petualangan ringan dan menikmati kesegaran alam
186,puncak bucu,4.1,Alam,5000,-78618548,1104430834,puncak bukit yang menawarkan panorama alam terbuka dengan view derajat pegunungan dan hutan ideal untuk hiking ringan menikmati sunrise sunset dan fotografi
190,Taman Tempuran Cikal,4.4,Alam,10000,-7840562331,1104494549,taman tempuran cikal terletak di kecamatan piyungan di taman ini para pengunjung bisa mencoba bermain dengan beberapa wahana yang ada sembari menikmati kesejukan alam taman tempuran cikal atau biasa disebut ttc terletak di dusun cikal desa srimulyo kecamatan piyungan kabupaten bantul kata tempuran ini diambil dari pertemuan antara dua sungai yaitu sungai gawe dan sungai opak taman tempuran ini telah menjadi salah satu obyek wisata baru di daerah piyungan dan telah dilengkapi dengan beberapa fasilitas seperti wahana speed boat kapal kano atv mini trail flying fox outbound taman bermain gazebo tempat parkir yang luas dan toilet ditaman ini pengunjung juga bisa menikmati macam macam kuliner yang
192,Bukit Tompak,4.5,Alam,3000,-7844259,1104557031,bukit dengan panorama alam terbuka yang indah cocok untuk berburu sunrise atau menikmati ketenangan alam dengan suasana perbukitan khas yogyakarta
199,Canting Mas Puncak Dipowono,4.4,Alam,12000,-780032,110128122,destinasi bukit dengan gardu pandang yang menawarkan panorama waduk sermo dan perbukitan menoreh tempat favorit untuk foto dan melihat sunset
208,Gua Jepang,4.1,Alam,10000,-75879932,1104305322,gua peninggalan tentara jepang di masa perang dunia ii yang kini menjadi wisata sejarah sekaligus spot hiking di area kaliurang
210,Cane Gardens Gendhu,4.4,Alam,0,-77435927,1101478405,kebun bunga yang menawarkan berbagai varietas tanaman hias cocok untuk wisata edukasi pertanian dan swafoto
219,Gardu Pandang Mangol Kencana,4.2,Alam,3000,-78378573,1104890534,spot gardu pandang yang terletak di perbukitan kulon progo menawarkan panorama matahari terbit dan cocok untuk kegiatan alam terbuka
222,Randu Ijo,4.2,Alam,15000,-75657834,1103686916,area wisata dengan konsep agroforestry yang menampilkan pohon randu dan edukasi lingkungan hidup
225,Restoe Boemi Kreo,4.5,Alam,0,-7723671547,110231514,restoe boemi kreo sebuah rumah makan hasil karya nextdestinxction untuk masyarakat kreo
227,TWM ( Tebing Watu Mabur ),4.4,Alam,2000,-79456084,1104406992,tebing watu mabur adalah destinasi wisata alam yang berada di bantul menawarkan panorama alam luar biasa dari ketinggian spot ini populer untuk berkemah dan menyaksikan matahari terbit dengan latar perbukitan hijau serta kabut pagi yang memesona nama watu mabur berarti batu terbang mengacu pada formasi batuan unik di tebing ini
232,Wanagama 1000 Selfie (WG1000S),4.5,Alam,5000,-78928168,1105472087,hutan pendidikan wanagama dengan spot foto kekinian yang instagramable di tengah alam hijau
233,Hutan Cemara Sembung,4.2,Alam,5000,-78306883,1102897089,hutan dengan deretan pohon cemara tinggi cocok untuk bersantai dan berfoto estetik
236,Goa Kalisuci,4.6,Alam,2000,-8002397389,1106395038,destinasi cave tubing populer menyusuri sungai bawah tanah dengan ban di tengah keindahan gua alami
238,Ecotourism Jatisari Seropan 3,4.3,Alam,2000,-79436686,1104440412,wisata alam berbasis konservasi dan pertanian cocok untuk edukasi dan relaksasi
239,Eco Park Sriharjo,4.5,Alam,50000,-79449846,1104175478,taman alam di perbukitan sriharjo dengan suasana asri dan pemandangan lembah menawan
240,Goa Sentono,4.1,Alam,5000,-78129534,1104715037,gua kecil yang diyakini memiliki nilai spiritual dikelilingi suasana alam yang tenang
242,Terasiring Sriharjo,4.6,Alam,10000,-79448403,1104180764,persawahan bertingkat yang indah dan hijau mirip lanskap ubud bali
247,Watu Tekek,4.1,Alam,10000,-76643486,1102081121,batu besar unik yang menjadi ikon lokal berada di area wisata alam dengan suasana hening
253,Geger Menjangan,4.1,Alam,5000,-76993041,1100306903,bukit karst dengan pemandangan luas dan cerita legenda tentang kijang suci
260,"Nanggulan Rice Terrace, Watumurah, Pendowoharjo",4.3,Alam,5000,-77479509,1101903153,hamparan sawah bertingkat yang memesona di kawasan pedesaan nanggulan
267,Goa Jepang Pengklik,4.4,Alam,10000,-78037677,1104779306,gua buatan peninggalan jepang saat perang dunia ii kini jadi situs sejarah dan wisata edukasi
272,Watu Kendhil,4.3,Alam,5000,-76353212,1102147341,batu besar unik yang menjadi simbol lokal dan kerap dikunjungi untuk meditasi alam
277,Goa Payaman,4.2,Alam,25000,-78346264,110258599,gua alami yang masih alami dan jarang dikunjungi cocok untuk petualang alam
283,Desa Wisata Batur,4.4,Alam,15000,-78597347,1105498557,desa yang menawarkan keindahan alam dan kearifan lokal dengan aktivitas outbound dan budaya
292,Lava Tour Merapi,4.8,Alam,350000,-77531441,1103473714,wisata jeep menyusuri jalur bekas letusan merapi dengan cerita sejarah dan edukasi geologi
296,Wisata Alam Pos Mati,4.3,Alam,0,-76264157,1101789032,wisata yang menyajikan pemandangan menarik dari atas bukit
304,Watu Loncat,4.5,Alam,0,-78763184,1104524533,objek wisata alam di dlingo bantul yang menawarkan pemandangan batu loncat dan suasana alam yang menenangkan
305,Watu Loncat,4.5,Alam,0,-78763184,1104524533,objek wisata alam di dlingo bantul yang menawarkan pemandangan batu loncat dan suasana alam yang menenangkan
311,Spot Pintoe Langit Dahromo,4.6,Alam,5000,-79121203,1104365253,spot wisata di bantul yang terkenal dengan pemandangan matahari terbenamnya dan spot foto yang instagramable
315,Sukmojoyo Hill,4.6,Alam,10000,-76301034,1101752282,bukit di yogyakarta yang menawarkan pemandangan alam yang indah dan suasana yang tenang cocok untuk relaksasi
326,Gua Permoni,4.3,Alam,0,-78796951,1103965111,sebuah gua alami yang terkenal dengan keindahan stalaktit dan stalagmitnya menawarkan pengalaman jelajah alam yang menantang
347,Puncak Kuda Sembrani-Desa Wisata Banjarasri,4.4,Alam,12000,-76920487,1102131553,puncak bukit dengan panorama hijau dan patung kuda legendaris spot favorit untuk bersantai dan berfoto
352,Goa Pego,4.2,Alam,5000,-79990794,1103705074,gua alami yang tenang dan tersembunyi menawarkan suasana mistis dan pemandangan eksotis
355,Teras Merapi,4.9,Alam,10000,-75876903,1104558767,destinasi dengan pemandangan langsung ke gunung merapi ideal untuk bersantai dan menikmati kopi
363,Puncak watu wayang,4.8,Alam,5000,-78401664,1105496579,bukit batu dengan formasi mirip wayang menawarkan spot sunrise dan keindahan alam dari ketinggian
364,Wisata Pangol Hill,4.7,Alam,15000,-78353888,1104590277,bukit wisata dengan pemandangan hijau dan udara segar cocok untuk healing dan camping ringan
367,Goa Branjang,4.1,Alam,5000,-80251346,1103483546,gua alami yang eksotis dengan suasana hening cocok untuk penjelajahan alam dan fotografi
379,Puncak Kobango Bike Park,4.9,Alam,0,-78976603,110407079,tempat ideal bagi pecinta sepeda gunung dengan jalur menantang dan pemandangan indah
393,Bukit white stone,5,Alam,15000,-79061342,1104563002,bukit dengan formasi batu kapur putih yang unik menawarkan pemandangan spektakuler dan spot foto menarik
424,Gazebo Bukit Watu Pengklik Sriharjo,4.5,Alam,0,-79458817,1104274973,tempat istirahat di atas bukit dengan pemandangan alam yang memukau cocok untuk menikmati matahari terbenam
426,Jati Meranggas,4.5,Alam,7500,-78588559,1104438313,pohon jati tua yang menjadi simbol kekuatan dan ketahanan sering dikunjungi untuk wisata alam dan edukasi
429,Jurang Tembelan Kreen,4,Alam,0,-7940161,1104299338,tebing dengan pemandangan alam yang spektakuler menjadi spot favorit untuk fotografi dan menikmati alam
434,Nggunungan,2.5,Alam,30000,-78679853,1104514578,kawasan perbukitan yang menawarkan pemandangan alam dan udara segar cocok untuk hiking dan rekreasi
4,Gembira Loka Zoo,4.5,Buatan,25000,-78062344,1103967977,gambira loka adalah kebun binatang yang berada di yogyakarta berisi berbagai macam spesies dari belahan dunia seperti orangutan gajah asia simpanse harimau dan lain sebagainya kebun binatang gembira loka menjadi daya tarik tersendiri bagi para wisatawan yogyakarta gembira loka zoo sempat rusak parah akibat gempa bumi yang mengguncang kota yogyakarta tahun tetapi setelah direnovasi kebun binatang gembira loka tetap dicari para wisatawan
9,The World Landmarks - Merapi Park Yogyakarta,4.2,Buatan,15000,-76209046,1104216275,merapi park merupakan tempat wisata yang dihadirkan sebagai tempat rekreasi keluarga taman bermain dengan taman taman yang tertata rapi dan terkesan sejuk sangat pas anda habiskan bersma sang buah hati atau kekasih tersayang taman bunga dan bangku panjang paduan yang sempurna untuk sekedar bercengkrama lepas tanpa terganggu bisingnya lalu lalang kendaraan tentu saja karena merapi park jogja ini terletak di bawah kaki gunung merapi kaliurang yang sepi dan sejuk panorama kaki gunung inilah akan membuat hasil jepretan foto anda menjadi lebih berwarna cantik dan menarik
10,The Lost World Castle,4.3,Buatan,30000,-76041648,1104510042,di dalam the lost world casle pengunjung disuguhkan potret gagahnya gunung merapi selain itu di dalam objek wisata ini terdapat berbagai latar untuk mengambil foto yang menarik di antaranya taman koboi awan putih sepeda motor terbang sayap bidadari dan lain lain selain itu ada juga latar foto trik tiga dimensi berupa air terjun permadani terbang dan beberapa bunga sakura tiruan yang turut menghidupkan suasana
13,Sindu Kusuma Edupark (SKE),4.2,Buatan,20000,-77672973,1103542486,sindu kusuma edupark merupakan wahana bermain berbasis edukasi dan hiburan untuk semua usia yang buka paling pagi dan tutup paling malam di jogjakarta destinasi wisata ini menyuguhkan sebuah tempat bermain bagi keluarga yang lengkap dengan berbagai wahana permainan yang seru dan juga menantang wahana wahana seperti kora kora bianglala waterpark dan light festival menjadi wahana terfavorit bagi para wisatawan selain itu tersedia juga restoran berkonsep industrial fun cafe dengan harga yang murah dan terjangkau cocok untuk anda sekeluarga semua transaksi di sindu kusuma edupark ini menggunakan kartu khusus yang bisa diperoleh di loket tiket jadi tidak repot lagi mengeluarkan uang tunai selain wahana permainan di ske ini juga ada beberapa foto spot yang cukup bagus untuk dijadikan background foto
15,Heha Sky View,4.4,Buatan,10000,-7848530311,1104787102,salah satu destinasi wisata favorit yang menawarkan pemandangan terbaik kota yogyakarta dan sekitarnya “dari lantai ” terletak di kawasan perbukitan gunungkidul heha sky view hanya berjarak menit dari pusat kota yogyakarta sky ballon yang dibuat colorful menjadi salah satu wahana yang wajib dicoba disini terdapat street food yang beraneka ragam dan dapat dinikmati sembari duduk dan mengobrol di bean bag ataupun outdoor area banyak spot foto keren
17,XT Square,4.3,Buatan,25000,-78165658,1103866908,xt square merupakan kawasan yang dibangun dengan konsep terpadu yang ditawarkan kepada masyarakat dalam satu paket pusat wisata belanja yakni what to see what to eat dan what to buy didesain sebagai ruang publik dengan konsep citywalk didukung dengan area kuliner serta area pertunjukan seni semakin menunjang aktifitas wisata belanja yang nyaman dan menyenangkan xt square dibangun untuk kepuasan pengunjung
27,Embung Tambakboyo,4.4,Buatan,2000,-7756227,1104150131,waduk tambakboyo kabupaten sleman daerah istimewa yogyakarta ini dibangun pada tahun dan selesai tahun pembangunan yang memakan waktu lima tahun ini memang sudah diperhitungkan dengan matang pada mulanya embung atau waduk ini dibangun sebagai tempat penampungan air untuk cadangan warga sleman namun seiring dengan berjalannya waktu embung tambakboyo menjadi salah satu wisata alam gratis yang banyak peminatnya
32,De Mata Trick Eye Museum,4.4,Buatan,40000,-78163156,1103871442,berawal dari keinginan bahwa indonesia tidak boleh kalah dengan negara lain dalam bidang pariwisata direktur utama pt demata maris indonesia yaitu bapak petrus fx kusuma mendapatkan inspirasi untuk mengadaptasi konsep tempat wisata dari luar negeri agar dapat dibawa ke indonesia bertujuan agar masyarakat di indonesia dapat mengunjungi tempat serupa namun tidak sama yang tetap lekat dengan unsur edukatif inovatif dan entertaining ditawarkan dengan harga tiket masuk yang low cost highly entertaining sehingga memberikan kesempatan terhadap semua kalangan untuk dapat berwisata dengan adanya beberapa tempat wisata yang sudah ada dan yang akan dibangun oleh pt demata maris indonesia tidak hanya merupakan sebuah cita cita dan mimpi yang terwujud namun juga sebuah bisnis yang potensial yang memberikan kesempatan kepada seluruh masyarakat indonesia untuk berwisata dengan harga tiket yang murah
37,Taman Pelangi Jogja,4.3,Buatan,20000,-77505259,1103687049,kalau pelangi biasanya ada di siang hari pasca hujan maka di taman pelangi yogyakarta pengunjung justru bisa menikmatinya setiap malam hari ya ini lantaran taman ini merupakan taman lampion beraneka warna dan rupa pengunjung bisa mengarahkan diri ke deretan lampion yang berbentuk flora dan fauna ada juga lampion berbentuk tokoh kartun disney dan kartun jepang dinosaurus naga serta kehidupan bawah laut yang sangat menarik perhatian terutama anak anak tak meninggalkan budaya dan sejarah ada juga lampion yang berbentuk wajah para tokoh pemimpin bangsa buka sejak petang taman ini memang sangat cocok dijadikan pilihan destinasi rekreasi keluarga saat malam hari
43,Taman Pintar Yogyakarta,4.5,Buatan,20000,-7799757357,1103678697,taman pintar yogyakarta adalah wahana wisata yang terdapat di pusat kota yogyakarta tepatnya di jalan panembahan senopati no yogyakarta di kawasan benteng vredeburg taman ini memadukan tempat wisata rekreasi maupun edukasi dalam satu lokasi tempat rekreasi ini sangat baik untuk anak anak dalam masa perkembangan taman ini khususnya pada wahana pendidikan anak usia dini dilengkapi dengan teknologi interaktif digital serta pemetaan video yang akan memacu imajinasi anak serta ketertarikan mereka terhadap teknologi
